# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	6165	6341	+	WP_013401986.1	WP_013401986.1		hypothetical protein			CALHY_RS13685	177	58	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	6338	6556	+							CALHY_RS13800	219		
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	6338	6556	+	WP_238524548.1	WP_238524548.1		Fic family protein			CALHY_RS13800	219	72	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	6950	8413	+							CALHY_RS00045	1464		old_locus_tag=Calhy_0008
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	6950	8413	+	WP_013401987.1	WP_013401987.1		IS200/IS605 family accessory protein TnpB-related protein			CALHY_RS00045	1464	487	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	8571	11000	+					gyrA		CALHY_RS00050	2430		old_locus_tag=Calhy_0009
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	8571	11000	+	WP_013401988.1	WP_013401988.1		DNA gyrase subunit A	gyrA		CALHY_RS00050	2430	809	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	11294	13204	+							CALHY_RS00055	1911		old_locus_tag=Calhy_0010
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	11294	13204	+	WP_013401989.1	WP_013401989.1		beta-propeller domain-containing protein			CALHY_RS00055	1911	636	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	13340	14284	-							CALHY_RS00060	945		old_locus_tag=Calhy_0011
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	13340	14284	-	WP_013401990.1	WP_013401990.1		ISNCY family transposase			CALHY_RS00060	945	314	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	14504	15166	+							CALHY_RS00065	663		old_locus_tag=Calhy_0012
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	14504	15166	+	WP_013401991.1	WP_013401991.1		peroxiredoxin			CALHY_RS00065	663	220	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	15408	15989	+							CALHY_RS00070	582		old_locus_tag=Calhy_0013
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	15408	15989	+	WP_013401992.1	WP_013401992.1		Uma2 family endonuclease			CALHY_RS00070	582	193	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	16295	16534	+							CALHY_RS00075	240		old_locus_tag=Calhy_0015
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	16295	16534	+	WP_013401993.1	WP_013401993.1		type II toxin-antitoxin system prevent-host-death family antitoxin			CALHY_RS00075	240	79	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	16518	16940	+							CALHY_RS00080	423		old_locus_tag=Calhy_0016
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	16518	16940	+	WP_013401994.1	WP_013401994.1		PIN domain-containing protein			CALHY_RS00080	423	140	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	17011	17598	-							CALHY_RS00085	588		old_locus_tag=Calhy_0017
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	17011	17598	-	WP_013401995.1	WP_013401995.1		class I SAM-dependent methyltransferase			CALHY_RS00085	588	195	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	17582	20239	-							CALHY_RS00090	2658		old_locus_tag=Calhy_0018
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	17582	20239	-	WP_013401996.1	WP_013401996.1		DEAD/DEAH box helicase family protein			CALHY_RS00090	2658	885	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	20354	21829	-							CALHY_RS00095	1476		old_locus_tag=Calhy_0019
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	20354	21829	-	WP_013401997.1	WP_013401997.1		WG repeat-containing protein			CALHY_RS00095	1476	491	
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	22076	22501	+							CALHY_RS00100	426		partial;pseudo;old_locus_tag=Calhy_0020
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	22076	22501	+				LemA family protein			CALHY_RS00100	426		partial;pseudo
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	22620	23031	+					tnpA		CALHY_RS00105	412		pseudo;old_locus_tag=Calhy_0021
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	22620	23031	+				IS200/IS605 family transposase	tnpA		CALHY_RS00105	412		pseudo
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	23024	24274	+							CALHY_RS00110	1251		old_locus_tag=Calhy_0022
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	23024	24274	+	WP_013401998.1	WP_013401998.1		RNA-guided endonuclease TnpB family protein			CALHY_RS00110	1251	416	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	24357	24503	+							CALHY_RS13515	147		
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	24357	24503	+	WP_174299043.1	WP_174299043.1		hypothetical protein			CALHY_RS13515	147	48	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	24655	25230	+							CALHY_RS00115	576		old_locus_tag=Calhy_0023
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	24655	25230	+	WP_013401999.1	WP_013401999.1		Uma2 family endonuclease			CALHY_RS00115	576	191	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	25297	25929	-					thiT		CALHY_RS00120	633		old_locus_tag=Calhy_0024
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	25297	25929	-	WP_013402000.1	WP_013402000.1		energy-coupled thiamine transporter ThiT	thiT		CALHY_RS00120	633	210	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	26084	27364	+							CALHY_RS00125	1281		old_locus_tag=Calhy_0025
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	26084	27364	+	WP_013402001.1	WP_013402001.1		adenylosuccinate synthase			CALHY_RS00125	1281	426	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	27529	29271	+							CALHY_RS00130	1743		old_locus_tag=Calhy_0026
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	27529	29271	+	WP_013402002.1	WP_013402002.1		ABC transporter ATP-binding protein/permease			CALHY_RS00130	1743	580	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	29301	31097	+							CALHY_RS00135	1797		old_locus_tag=Calhy_0027
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	29301	31097	+	WP_013402003.1	WP_013402003.1		ABC transporter ATP-binding protein/permease			CALHY_RS00135	1797	598	
gene	tRNA	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31189	31264	+							CALHY_RS00140	76		old_locus_tag=Calhy_R0001
tRNA		GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31189	31264	+				tRNA-Lys			CALHY_RS00140	76		anticodon=TTT
gene	tRNA	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31288	31362	+							CALHY_RS00145	75		old_locus_tag=Calhy_R0002
tRNA		GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31288	31362	+				tRNA-Glu			CALHY_RS00145	75		anticodon=TTC
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31543	32118	-							CALHY_RS00150	576		old_locus_tag=Calhy_0028
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	31543	32118	-	WP_013402004.1	WP_013402004.1		stage II sporulation protein M			CALHY_RS00150	576	191	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	32292	32924	+							CALHY_RS00155	633		old_locus_tag=Calhy_0029
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	32292	32924	+	WP_013402005.1	WP_013402005.1		MBL fold metallo-hydrolase			CALHY_RS00155	633	210	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	32940	35147	+							CALHY_RS00160	2208		old_locus_tag=Calhy_0030
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	32940	35147	+	WP_013402006.1	WP_013402006.1		O-antigen ligase family protein			CALHY_RS00160	2208	735	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	35210	36286	+							CALHY_RS00165	1077		old_locus_tag=Calhy_0031
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	35210	36286	+	WP_013402007.1	WP_013402007.1		glycosyltransferase family 4 protein			CALHY_RS00165	1077	358	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	36332	37660	+							CALHY_RS00170	1329		old_locus_tag=Calhy_0032
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	36332	37660	+	WP_013402008.1	WP_013402008.1		hypothetical protein			CALHY_RS00170	1329	442	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	37663	38700	+							CALHY_RS00175	1038		old_locus_tag=Calhy_0033
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	37663	38700	+	WP_013402009.1	WP_013402009.1		glycosyltransferase family 4 protein			CALHY_RS00175	1038	345	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	38782	39873	+							CALHY_RS00180	1092		old_locus_tag=Calhy_0034
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	38782	39873	+	WP_013402010.1	WP_013402010.1		glycosyltransferase family 4 protein			CALHY_RS00180	1092	363	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	39870	40994	+							CALHY_RS00185	1125		old_locus_tag=Calhy_0035
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	39870	40994	+	WP_013402011.1	WP_013402011.1		glycosyltransferase			CALHY_RS00185	1125	374	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	40991	41764	+							CALHY_RS00190	774		old_locus_tag=Calhy_0036
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	40991	41764	+	WP_013402012.1	WP_013402012.1		glycosyltransferase family 2 protein			CALHY_RS00190	774	257	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	41805	43190	+							CALHY_RS00195	1386		old_locus_tag=Calhy_0037
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	41805	43190	+	WP_041723063.1	WP_041723063.1		undecaprenyl-phosphate glucose phosphotransferase			CALHY_RS00195	1386	461	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	43228	44253	+							CALHY_RS13265	1026		old_locus_tag=Calhy_0038
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	43228	44253	+	WP_238524617.1	WP_238524617.1		NUDIX hydrolase			CALHY_RS13265	1026	341	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	44285	45232	-							CALHY_RS00205	948		old_locus_tag=Calhy_0039
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	44285	45232	-	WP_013402015.1	WP_013402015.1		ISNCY family transposase			CALHY_RS00205	948	315	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	45595	45687	+							CALHY_RS13805	93		
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	45595	45687	+	WP_238524618.1	WP_238524618.1		sugar transferase			CALHY_RS13805	93	30	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	45781	46320	+							CALHY_RS00210	540		old_locus_tag=Calhy_0041
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	45781	46320	+	WP_013402016.1	WP_013402016.1		hypothetical protein			CALHY_RS00210	540	179	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	46392	46937	-							CALHY_RS00215	546		old_locus_tag=Calhy_0042
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	46392	46937	-	WP_013402017.1	WP_013402017.1		macro domain-containing protein			CALHY_RS00215	546	181	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	46958	47332	-							CALHY_RS00220	375		old_locus_tag=Calhy_0043
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	46958	47332	-	WP_013402018.1	WP_013402018.1		hypothetical protein			CALHY_RS00220	375	124	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	47580	49010	+							CALHY_RS00225	1431		old_locus_tag=Calhy_0044
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	47580	49010	+	WP_013402019.1	WP_013402019.1		ISNCY-like element ISCahy1 family transposase			CALHY_RS00225	1431	476	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49308	49601	-							CALHY_RS00230	294		old_locus_tag=Calhy_0045
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49308	49601	-	WP_013402020.1	WP_013402020.1		hypothetical protein			CALHY_RS00230	294	97	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49864	50040	+							CALHY_RS13810	177		old_locus_tag=Calhy_0046
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49864	50040	+	WP_013402021.1	WP_013402021.1		hypothetical protein			CALHY_RS13810	177	58	
gene	pseudogene	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49994	50200	+							CALHY_RS13815	207		partial;pseudo
CDS	without_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	49994	50200	+				S-layer homology domain-containing protein			CALHY_RS13815	207		partial;pseudo
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	50309	55189	+							CALHY_RS00235	4881		old_locus_tag=Calhy_0047
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	50309	55189	+	WP_013402022.1	WP_013402022.1		S-layer homology domain-containing protein			CALHY_RS00235	4881	1626	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	55395	57020	+							CALHY_RS00240	1626		old_locus_tag=Calhy_0048
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	55395	57020	+	WP_013402023.1	WP_013402023.1		CTP synthase			CALHY_RS00240	1626	541	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	57070	57558	-							CALHY_RS00245	489		old_locus_tag=Calhy_0049
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	57070	57558	-	WP_013402024.1	WP_013402024.1		hypothetical protein			CALHY_RS00245	489	162	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	57752	58444	+							CALHY_RS00250	693		old_locus_tag=Calhy_0050
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	57752	58444	+	WP_013402025.1	WP_013402025.1		response regulator transcription factor			CALHY_RS00250	693	230	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	58468	60168	+							CALHY_RS00255	1701		old_locus_tag=Calhy_0051
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	58468	60168	+	WP_013402026.1	WP_013402026.1		ATP-binding protein			CALHY_RS00255	1701	566	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	60268	60756	+							CALHY_RS00260	489		old_locus_tag=Calhy_0052
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	60268	60756	+	WP_013402027.1	WP_013402027.1		hypothetical protein			CALHY_RS00260	489	162	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	60775	62073	+					yycH		CALHY_RS00265	1299		old_locus_tag=Calhy_0053
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	60775	62073	+	WP_013402028.1	WP_013402028.1		two-component system activity regulator YycH	yycH		CALHY_RS00265	1299	432	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	62097	62825	+					yycI		CALHY_RS00270	729		old_locus_tag=Calhy_0054
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	62097	62825	+	WP_013402029.1	WP_013402029.1		two-component system regulatory protein YycI	yycI		CALHY_RS00270	729	242	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	63045	64001	+							CALHY_RS00275	957		old_locus_tag=Calhy_0055
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	63045	64001	+	WP_013402030.1	WP_013402030.1		ABC transporter permease subunit			CALHY_RS00275	957	318	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	64050	64934	+							CALHY_RS00280	885		old_locus_tag=Calhy_0056
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	64050	64934	+	WP_013402031.1	WP_013402031.1		carbohydrate ABC transporter permease			CALHY_RS00280	885	294	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	65030	66643	+							CALHY_RS00285	1614		old_locus_tag=Calhy_0057
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	65030	66643	+	WP_013402032.1	WP_013402032.1		extracellular solute-binding protein			CALHY_RS00285	1614	537	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	66809	68635	+							CALHY_RS00290	1827		old_locus_tag=Calhy_0058
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	66809	68635	+	WP_013402033.1	WP_013402033.1		histidine kinase			CALHY_RS00290	1827	608	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	68670	70217	+							CALHY_RS00295	1548		old_locus_tag=Calhy_0059
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	68670	70217	+	WP_013402034.1	WP_013402034.1		response regulator			CALHY_RS00295	1548	515	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	70382	75580	+							CALHY_RS00300	5199		old_locus_tag=Calhy_0060
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	70382	75580	+	WP_013402035.1	WP_013402035.1		carbohydrate binding domain-containing protein			CALHY_RS00300	5199	1732	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	75687	78920	+							CALHY_RS00305	3234		old_locus_tag=Calhy_0061
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	75687	78920	+	WP_013402036.1	WP_013402036.1		hypothetical protein			CALHY_RS00305	3234	1077	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	79003	80772	+							CALHY_RS00310	1770		old_locus_tag=Calhy_0062
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	79003	80772	+	WP_013402037.1	WP_013402037.1		histidine kinase			CALHY_RS00310	1770	589	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	80744	81487	+							CALHY_RS00315	744		old_locus_tag=Calhy_0063
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	80744	81487	+	WP_013402038.1	WP_013402038.1		helix-turn-helix domain-containing protein			CALHY_RS00315	744	247	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	81579	82883	+							CALHY_RS00320	1305		old_locus_tag=Calhy_0064
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	81579	82883	+	WP_013402039.1	WP_013402039.1		extracellular solute-binding protein			CALHY_RS00320	1305	434	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	82974	83861	+							CALHY_RS00325	888		old_locus_tag=Calhy_0065
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	82974	83861	+	WP_238524549.1	WP_238524549.1		sugar ABC transporter permease			CALHY_RS00325	888	295	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	83883	84731	+							CALHY_RS00330	849		old_locus_tag=Calhy_0066
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	83883	84731	+	WP_013402041.1	WP_013402041.1		carbohydrate ABC transporter permease			CALHY_RS00330	849	282	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	84944	86365	+							CALHY_RS00335	1422		old_locus_tag=Calhy_0067
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	84944	86365	+	WP_013402042.1	WP_013402042.1		extracellular solute-binding protein			CALHY_RS00335	1422	473	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	86486	87385	+							CALHY_RS00340	900		old_locus_tag=Calhy_0068
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	86486	87385	+	WP_013402043.1	WP_013402043.1		sugar ABC transporter permease			CALHY_RS00340	900	299	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	87411	88289	+							CALHY_RS00345	879		old_locus_tag=Calhy_0069
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	87411	88289	+	WP_013402044.1	WP_013402044.1		carbohydrate ABC transporter permease			CALHY_RS00345	879	292	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	88346	90643	+							CALHY_RS00350	2298		old_locus_tag=Calhy_0070
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	88346	90643	+	WP_013402045.1	WP_013402045.1		glycoside hydrolase family 65			CALHY_RS00350	2298	765	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	90652	92931	+							CALHY_RS00355	2280		old_locus_tag=Calhy_0071
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	90652	92931	+	WP_041723252.1	WP_041723252.1		glycoside hydrolase family 65 protein			CALHY_RS00355	2280	759	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	92936	93604	+					pgmB		CALHY_RS00360	669		old_locus_tag=Calhy_0072
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	92936	93604	+	WP_013402047.1	WP_013402047.1		beta-phosphoglucomutase	pgmB		CALHY_RS00360	669	222	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	93656	95650	+							CALHY_RS00365	1995		old_locus_tag=Calhy_0073
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	93656	95650	+	WP_013402048.1	WP_013402048.1		S-layer homology domain-containing protein			CALHY_RS00365	1995	664	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	95683	99768	+							CALHY_RS00370	4086		old_locus_tag=Calhy_0074
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	95683	99768	+	WP_013402049.1	WP_013402049.1		right-handed parallel beta-helix repeat-containing protein			CALHY_RS00370	4086	1361	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	99899	100906	+							CALHY_RS00375	1008		old_locus_tag=Calhy_0075
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	99899	100906	+	WP_013402050.1	WP_013402050.1		cache domain-containing protein			CALHY_RS00375	1008	335	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	100909	102642	-							CALHY_RS00380	1734		old_locus_tag=Calhy_0076
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	100909	102642	-	WP_013402051.1	WP_013402051.1		sensor histidine kinase			CALHY_RS00380	1734	577	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	102632	103921	-							CALHY_RS00385	1290		old_locus_tag=Calhy_0077
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	102632	103921	-	WP_238524550.1	WP_238524550.1		response regulator			CALHY_RS00385	1290	429	
gene	protein_coding	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	104106	105386	+							CALHY_RS00390	1281		old_locus_tag=Calhy_0078
CDS	with_protein	GCF_000166355.1	Primary Assembly	chromosome		NC_014652.1	104106	105386	+	WP_013402053.1	WP_013402053.1		extracellular solute-binding protein			CALHY_RS00390	1281	426	
