# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	6691	9120	+					gyrA		CALOW_RS00035	2430		old_locus_tag=Calow_0007
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	6691	9120	+	WP_013411042.1	WP_013411042.1		DNA gyrase subunit A	gyrA		CALOW_RS00035	2430	809	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	9217	10107	-							CALOW_RS00040	891		old_locus_tag=Calow_0008
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	9217	10107	-	WP_013411043.1	WP_013411043.1		GGDEF domain-containing protein			CALOW_RS00040	891	296	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	10255	11259	+							CALOW_RS00045	1005		old_locus_tag=Calow_0009
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	10255	11259	+	WP_013411044.1	WP_013411044.1		protease complex subunit PrcB family protein			CALOW_RS00045	1005	334	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	11377	13377	-							CALOW_RS00050	2001		old_locus_tag=Calow_0010
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	11377	13377	-	WP_013411045.1	WP_013411045.1		methyl-accepting chemotaxis protein			CALOW_RS00050	2001	666	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	13627	14172	+							CALOW_RS00055	546		old_locus_tag=Calow_0011
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	13627	14172	+	WP_013411046.1	WP_013411046.1		hypothetical protein			CALOW_RS00055	546	181	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	14255	15280	-							CALOW_RS00060	1026		old_locus_tag=Calow_0012
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	14255	15280	-	WP_013411047.1	WP_013411047.1		hypothetical protein			CALOW_RS00060	1026	341	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	15500	16162	+							CALOW_RS00065	663		old_locus_tag=Calow_0013
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	15500	16162	+	WP_041737799.1	WP_041737799.1		peroxiredoxin			CALOW_RS00065	663	220	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	16245	17768	-							CALOW_RS00070	1524		old_locus_tag=Calow_0014
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	16245	17768	-	WP_013411049.1	WP_013411049.1		WG repeat-containing protein			CALOW_RS00070	1524	507	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	18010	18579	+							CALOW_RS00075	570		old_locus_tag=Calow_0015
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	18010	18579	+	WP_013411050.1	WP_013411050.1		LemA family protein			CALOW_RS00075	570	189	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	18597	19481	+							CALOW_RS00080	885		old_locus_tag=Calow_0016
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	18597	19481	+	WP_013411051.1	WP_013411051.1		TPM domain-containing protein			CALOW_RS00080	885	294	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	19787	20419	-					thiT		CALOW_RS00085	633		old_locus_tag=Calow_0017
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	19787	20419	-	WP_013411052.1	WP_013411052.1		energy-coupled thiamine transporter ThiT	thiT		CALOW_RS00085	633	210	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	20592	21872	+							CALOW_RS00090	1281		old_locus_tag=Calow_0018
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	20592	21872	+	WP_013411053.1	WP_013411053.1		adenylosuccinate synthase			CALOW_RS00090	1281	426	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	22033	23775	+							CALOW_RS00095	1743		old_locus_tag=Calow_0019
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	22033	23775	+	WP_013411054.1	WP_013411054.1		ABC transporter ATP-binding protein/permease			CALOW_RS00095	1743	580	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	23805	25601	+							CALOW_RS00100	1797		old_locus_tag=Calow_0020
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	23805	25601	+	WP_013411055.1	WP_013411055.1		ABC transporter ATP-binding protein/permease			CALOW_RS00100	1797	598	
gene	tRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25683	25758	+							CALOW_RS00105	76		old_locus_tag=Calow_R0001
tRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25683	25758	+				tRNA-Lys			CALOW_RS00105	76		anticodon=TTT
gene	tRNA	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25779	25853	+							CALOW_RS00110	75		old_locus_tag=Calow_R0002
tRNA		GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25779	25853	+				tRNA-Glu			CALOW_RS00110	75		anticodon=TTC
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25856	26431	-							CALOW_RS00115	576		old_locus_tag=Calow_0021
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	25856	26431	-	WP_013411056.1	WP_013411056.1		stage II sporulation protein M			CALOW_RS00115	576	191	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	26607	27239	+							CALOW_RS00120	633		old_locus_tag=Calow_0022
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	26607	27239	+	WP_013411057.1	WP_013411057.1		MBL fold metallo-hydrolase			CALOW_RS00120	633	210	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	27255	29462	+							CALOW_RS00125	2208		old_locus_tag=Calow_0023
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	27255	29462	+	WP_013411058.1	WP_013411058.1		O-antigen ligase family protein			CALOW_RS00125	2208	735	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	29525	30601	+							CALOW_RS00130	1077		old_locus_tag=Calow_0024
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	29525	30601	+	WP_013411059.1	WP_013411059.1		glycosyltransferase family 4 protein			CALOW_RS00130	1077	358	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	30642	31976	+							CALOW_RS00135	1335		old_locus_tag=Calow_0025
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	30642	31976	+	WP_238524952.1	WP_238524952.1		hypothetical protein			CALOW_RS00135	1335	444	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	31979	33097	+							CALOW_RS00140	1119		old_locus_tag=Calow_0026
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	31979	33097	+	WP_013411061.1	WP_013411061.1		glycosyltransferase family 4 protein			CALOW_RS00140	1119	372	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	33097	34188	+							CALOW_RS00145	1092		old_locus_tag=Calow_0027
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	33097	34188	+	WP_013411062.1	WP_013411062.1		glycosyltransferase family 4 protein			CALOW_RS00145	1092	363	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	34185	35279	+							CALOW_RS00150	1095		old_locus_tag=Calow_0028
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	34185	35279	+	WP_013411063.1	WP_013411063.1		glycosyltransferase			CALOW_RS00150	1095	364	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	35327	36712	+							CALOW_RS00155	1386		old_locus_tag=Calow_0029
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	35327	36712	+	WP_238524953.1	WP_238524953.1		undecaprenyl-phosphate glucose phosphotransferase			CALOW_RS00155	1386	461	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	36806	37513	+							CALOW_RS00160	708		old_locus_tag=Calow_0030
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	36806	37513	+	WP_013411065.1	WP_013411065.1		hypothetical protein			CALOW_RS00160	708	235	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	37613	38158	-							CALOW_RS00165	546		old_locus_tag=Calow_0031
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	37613	38158	-	WP_013411066.1	WP_013411066.1		macro domain-containing protein			CALOW_RS00165	546	181	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	38179	38553	-							CALOW_RS00170	375		old_locus_tag=Calow_0032
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	38179	38553	-	WP_013411067.1	WP_013411067.1		hypothetical protein			CALOW_RS00170	375	124	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	38680	38982	-							CALOW_RS00175	303		old_locus_tag=Calow_0033
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	38680	38982	-	WP_041737381.1	WP_041737381.1		hypothetical protein			CALOW_RS00175	303	100	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	39225	44549	+							CALOW_RS00180	5325		old_locus_tag=Calow_0034
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	39225	44549	+	WP_013411069.1	WP_013411069.1		S-layer homology domain-containing protein			CALOW_RS00180	5325	1774	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	44756	46381	+							CALOW_RS00185	1626		old_locus_tag=Calow_0035
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	44756	46381	+	WP_013411070.1	WP_013411070.1		CTP synthase			CALOW_RS00185	1626	541	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	46429	46917	-							CALOW_RS00190	489		old_locus_tag=Calow_0036
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	46429	46917	-	WP_013411071.1	WP_013411071.1		hypothetical protein			CALOW_RS00190	489	162	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	47110	47802	+					yycF		CALOW_RS00195	693		old_locus_tag=Calow_0037
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	47110	47802	+	WP_013411072.1	WP_013411072.1		response regulator YycF	yycF		CALOW_RS00195	693	230	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	47826	49526	+							CALOW_RS00200	1701		old_locus_tag=Calow_0038
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	47826	49526	+	WP_013411073.1	WP_013411073.1		ATP-binding protein			CALOW_RS00200	1701	566	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	49627	50115	+							CALOW_RS00205	489		old_locus_tag=Calow_0039
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	49627	50115	+	WP_041737383.1	WP_041737383.1		hypothetical protein			CALOW_RS00205	489	162	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	50134	51432	+					yycH		CALOW_RS00210	1299		old_locus_tag=Calow_0040
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	50134	51432	+	WP_013411075.1	WP_013411075.1		two-component system activity regulator YycH	yycH		CALOW_RS00210	1299	432	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	51456	52184	+							CALOW_RS00215	729		old_locus_tag=Calow_0041
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	51456	52184	+	WP_013411076.1	WP_013411076.1		hypothetical protein			CALOW_RS00215	729	242	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	52645	53205	+							CALOW_RS00220	561		old_locus_tag=Calow_0042
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	52645	53205	+	WP_238524954.1	WP_238524954.1		hypothetical protein			CALOW_RS00220	561	186	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	53469	54530	+							CALOW_RS00225	1062		old_locus_tag=Calow_0043
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	53469	54530	+	WP_013411078.1	WP_013411078.1		glycoside hydrolase family 11 protein			CALOW_RS00225	1062	353	
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	54878	55824	-							CALOW_RS00230	947		pseudo;old_locus_tag=Calow_0044
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	54878	55824	-				transposase			CALOW_RS00230	947		pseudo
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	56119	57852	+							CALOW_RS11465	1734		pseudo;old_locus_tag=Calow_0046
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	56119	57852	+				glycosyl hydrolase family 18 protein			CALOW_RS11465	1734		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	58003	58971	+							CALOW_RS00240	969		old_locus_tag=Calow_0047
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	58003	58971	+	WP_013411079.1	WP_013411079.1		GNAT family N-acetyltransferase			CALOW_RS00240	969	322	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	59012	60655	+							CALOW_RS00245	1644		old_locus_tag=Calow_0048
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	59012	60655	+	WP_013411080.1	WP_013411080.1		beta-N-acetylhexosaminidase			CALOW_RS00245	1644	547	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	60681	61823	+					nagA		CALOW_RS00250	1143		old_locus_tag=Calow_0049
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	60681	61823	+	WP_013411081.1	WP_013411081.1		N-acetylglucosamine-6-phosphate deacetylase	nagA		CALOW_RS00250	1143	380	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	62100	63185	-							CALOW_RS00255	1086		old_locus_tag=Calow_0051
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	62100	63185	-	WP_013411082.1	WP_013411082.1		substrate-binding domain-containing protein			CALOW_RS00255	1086	361	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	63207	64766	-							CALOW_RS00260	1560		old_locus_tag=Calow_0052
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	63207	64766	-	WP_013411083.1	WP_013411083.1		helix-turn-helix domain-containing protein			CALOW_RS00260	1560	519	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	64763	66250	-							CALOW_RS00265	1488		old_locus_tag=Calow_0053
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	64763	66250	-	WP_013411084.1	WP_013411084.1		histidine kinase			CALOW_RS00265	1488	495	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	66263	66727	-							CALOW_RS11965	465		
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	66263	66727	-	WP_238524955.1	WP_238524955.1		hypothetical protein			CALOW_RS11965	465	154	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	66712	67236	-							CALOW_RS11970	525		
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	66712	67236	-	WP_238524956.1	WP_238524956.1		hypothetical protein			CALOW_RS11970	525	174	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	67451	68506	+					xylF		CALOW_RS00275	1056		old_locus_tag=Calow_0055
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	67451	68506	+	WP_013411085.1	WP_013411085.1		D-xylose ABC transporter substrate-binding protein	xylF		CALOW_RS00275	1056	351	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	68606	70123	+							CALOW_RS00280	1518		old_locus_tag=Calow_0056
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	68606	70123	+	WP_013411086.1	WP_013411086.1		xylose ABC transporter ATP-binding protein			CALOW_RS00280	1518	505	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	70127	71248	+							CALOW_RS00285	1122		old_locus_tag=Calow_0057
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	70127	71248	+	WP_013411087.1	WP_013411087.1		sugar ABC transporter permease			CALOW_RS00285	1122	373	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	71441	73564	+							CALOW_RS00290	2124		old_locus_tag=Calow_0058
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	71441	73564	+	WP_013411088.1	WP_013411088.1		methyl-accepting chemotaxis protein			CALOW_RS00290	2124	707	
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	73725	74630	-							CALOW_RS00295	906		pseudo;old_locus_tag=Calow_0059
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	73725	74630	-				substrate-binding domain-containing protein			CALOW_RS00295	906		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	74785	75912	-							CALOW_RS00300	1128		old_locus_tag=Calow_0060
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	74785	75912	-	WP_238524957.1	WP_238524957.1		AraC family transcriptional regulator			CALOW_RS00300	1128	375	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76105	76317	-							CALOW_RS11975	213		
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76105	76317	-	WP_238524958.1	WP_238524958.1		response regulator			CALOW_RS11975	213	70	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76342	76662	-							CALOW_RS00305	321		old_locus_tag=Calow_0061
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76342	76662	-	WP_041737386.1	WP_041737386.1		ATP-binding protein			CALOW_RS00305	321	106	
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76774	78290	+							CALOW_RS00310	1517		pseudo;old_locus_tag=Calow_0062
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	76774	78290	+				sugar ABC transporter ATP-binding protein			CALOW_RS00310	1517		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	78316	79329	+					mglC		CALOW_RS00315	1014		old_locus_tag=Calow_0063
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	78316	79329	+	WP_013411089.1	WP_013411089.1		galactose/methyl galactoside ABC transporter permease MglC	mglC		CALOW_RS00315	1014	337	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	79430	80635	-							CALOW_RS00320	1206		old_locus_tag=Calow_0064
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	79430	80635	-	WP_013411090.1	WP_013411090.1		ABC transporter permease			CALOW_RS00320	1206	401	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	80632	81357	-							CALOW_RS00325	726		old_locus_tag=Calow_0065
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	80632	81357	-	WP_013411091.1	WP_013411091.1		ATP-binding cassette domain-containing protein			CALOW_RS00325	726	241	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	81874	82659	+					cas6		CALOW_RS00330	786		old_locus_tag=Calow_0066
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	81874	82659	+	WP_013411092.1	WP_013411092.1		CRISPR-associated endoribonuclease Cas6	cas6		CALOW_RS00330	786	261	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	82823	83779	+					cas8a1		CALOW_RS00335	957		old_locus_tag=Calow_0067
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	82823	83779	+	WP_238524959.1	WP_238524959.1		type I-B CRISPR-associated protein Cas8b1/Cst1	cas8a1		CALOW_RS00335	957	318	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	83776	84282	+							CALOW_RS00340	507		old_locus_tag=Calow_0068
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	83776	84282	+	WP_013411094.1	WP_013411094.1		hypothetical protein			CALOW_RS00340	507	168	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	84317	85420	+					cas7i		CALOW_RS00345	1104		old_locus_tag=Calow_0069
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	84317	85420	+	WP_013411095.1	WP_013411095.1		type I-B CRISPR-associated protein Cas7/Cst2/DevR	cas7i		CALOW_RS00345	1104	367	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	85451	86290	+					cas5b		CALOW_RS00350	840		old_locus_tag=Calow_0070
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	85451	86290	+	WP_238524960.1	WP_238524960.1		type I-B CRISPR-associated protein Cas5b	cas5b		CALOW_RS00350	840	279	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	86283	89027	+							CALOW_RS00355	2745		old_locus_tag=Calow_0071
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	86283	89027	+	WP_013411097.1	WP_013411097.1		CRISPR-associated helicase/endonuclease Cas3			CALOW_RS00355	2745	914	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	89046	89558	+					cas4		CALOW_RS00360	513		old_locus_tag=Calow_0072
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	89046	89558	+	WP_013411098.1	WP_013411098.1		CRISPR-associated protein Cas4	cas4		CALOW_RS00360	513	170	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	89563	90543	+					cas1b		CALOW_RS00365	981		old_locus_tag=Calow_0073
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	89563	90543	+	WP_013411099.1	WP_013411099.1		type I-B CRISPR-associated endonuclease Cas1b	cas1b		CALOW_RS00365	981	326	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	90628	90831	+					cas2		CALOW_RS00370	204		old_locus_tag=Calow_0074
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	90628	90831	+	WP_238524961.1	WP_238524961.1		CRISPR-associated endonuclease Cas2	cas2		CALOW_RS00370	204	67	
gene	pseudogene	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	95525	96355	-							CALOW_RS00375	831		pseudo
CDS	without_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	95525	96355	-				transposase			CALOW_RS00375	831		pseudo
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	96709	99867	+							CALOW_RS00380	3159		old_locus_tag=Calow_0076
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	96709	99867	+	WP_013411101.1	WP_013411101.1		hypothetical protein			CALOW_RS00380	3159	1052	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	100218	100397	+							CALOW_RS00385	180		old_locus_tag=Calow_0077
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	100218	100397	+	WP_041737390.1	WP_041737390.1		hypothetical protein			CALOW_RS00385	180	59	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	100667	102691	+							CALOW_RS00390	2025		old_locus_tag=Calow_0078
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	100667	102691	+	WP_013411103.1	WP_013411103.1		hypothetical protein			CALOW_RS00390	2025	674	
gene	protein_coding	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	102898	104985	+							CALOW_RS00395	2088		old_locus_tag=Calow_0079
CDS	with_protein	GCF_000166335.1	Primary Assembly	chromosome		NC_014657.1	102898	104985	+	WP_013411104.1	WP_013411104.1		alpha-amylase family glycosyl hydrolase			CALOW_RS00395	2088	695	
